date,decision,prob,explanation,strategic_journal,feeling_log,position,next_return_1d,strategy_return,cumulative_return,position_duration,position_changed,previous_decision,previous_return
2016-06-21,HOLD,0.86,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1651586959643958,-0.0,-13.678930232967584,2,False,HOLD,0.0
2016-06-22,SELL,0.4,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,1.3364022153492303,-1.3364022153492303,-15.015332448316814,1,True,HOLD,-0.0
2016-06-23,HOLD,0.69,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-3.591978498287063,-0.0,-15.015332448316814,1,True,SELL,-1.3364022153492303
2016-06-24,HOLD,0.72,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-1.809650487628911,-0.0,-15.015332448316814,2,False,HOLD,-0.0
2016-06-27,BUY,0.73,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,1.777020204544777,1.777020204544777,-13.238312243772036,1,True,HOLD,-0.0
2016-06-28,BUY,0.54,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,1.703264590465059,1.703264590465059,-11.535047653306977,2,False,BUY,1.777020204544777
2016-06-29,SELL,0.53,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,1.3565002390415248,-1.3565002390415248,-12.891547892348502,1,True,BUY,1.703264590465059
2016-06-30,HOLD,0.44,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.19486769007937,0.0,-12.891547892348502,1,True,SELL,-1.3565002390415248
2016-07-01,BUY,0.77,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.6847523716683512,-0.6847523716683512,-13.576300264016853,1,True,HOLD,0.0
2016-07-05,HOLD,0.64,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.5352996097771179,0.0,-13.576300264016853,1,True,BUY,-0.6847523716683512
2016-07-06,SELL,0.49,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0871540626651956,0.0871540626651956,-13.489146201351657,1,True,HOLD,0.0
2016-07-07,SELL,0.77,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,1.5253348586681923,-1.5253348586681923,-15.014481060019849,2,False,SELL,0.0871540626651956
2016-07-08,HOLD,0.53,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.3408610732898109,0.0,-15.014481060019849,1,True,SELL,-1.5253348586681923
2016-07-11,BUY,0.8,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.7009302064421963,0.7009302064421963,-14.313550853577652,1,True,HOLD,0.0
2016-07-12,BUY,0.73,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.0134749598074357,0.0134749598074357,-14.300075893770217,2,False,BUY,0.7009302064421963
2016-07-13,BUY,0.47,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.5259172191430128,0.5259172191430128,-13.774158674627204,3,False,BUY,0.0134749598074357
2016-07-14,SELL,0.42,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.0928942807625787,0.0928942807625787,-13.681264393864625,1,True,BUY,0.5259172191430128
2016-07-15,HOLD,0.74,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.2382340151914741,0.0,-13.681264393864625,1,True,SELL,0.0928942807625787
2016-07-18,BUY,0.78,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.1435236675604079,-0.1435236675604079,-13.824788061425032,1,True,HOLD,0.0
2016-07-19,BUY,0.47,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.4270304744474762,0.4270304744474762,-13.397757586977555,2,False,BUY,-0.1435236675604079
2016-07-20,SELL,0.76,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.3612484008430616,0.3612484008430616,-13.036509186134493,1,True,BUY,0.4270304744474762
2016-07-21,BUY,0.72,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.4553914935085945,0.4553914935085945,-12.581117692625899,1,True,SELL,0.3612484008430616
2016-07-22,SELL,0.87,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.3011452715594775,0.3011452715594775,-12.279972421066422,1,True,BUY,0.4553914935085945
2016-07-25,SELL,0.6,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.032280675865115,-0.032280675865115,-12.312253096931537,2,False,SELL,0.3011452715594775
2016-07-26,HOLD,0.79,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.119860961284901,-0.0,-12.312253096931537,1,True,SELL,-0.032280675865115
2016-07-27,HOLD,0.57,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.1606218094877709,0.0,-12.312253096931537,2,False,HOLD,-0.0
2016-07-28,BUY,0.57,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.1631291300701276,0.1631291300701276,-12.14912396686141,1,True,HOLD,0.0
2016-07-29,BUY,0.45,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.1269782848730138,-0.1269782848730138,-12.276102251734423,2,False,BUY,0.1631291300701276
2016-08-01,SELL,0.63,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.6361592747507805,0.6361592747507805,-11.639942976983644,1,True,BUY,-0.1269782848730138
2016-08-02,BUY,0.7,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.313393879547319,0.313393879547319,-11.326549097436324,1,True,SELL,0.6361592747507805
